,Full  Tank Level (ft.),Full  Capacity (mcft),Level  (ft),Level  (ft).1,Storage  (Mcft),Inflow  (cusecs),Outflow (cusecs),Rainfall (mm),Storage as on same day last year (mcft),date
0,65.50,1081,58.87,58.87,513.00,0,0,0.0,82.00,01/01/2018
0,65.50,1081,58.83,58.83,511.00,0,0,0.0,82.00,02/01/2018
0,65.50,1081,58.79,58.79,509.00,0,0,0.0,82.00,03/01/2018
0,65.50,1081,58.75,58.75,507.00,0,0,0.0,82.00,04/01/2018
0,65.50,1081,58.71,58.71,505.00,0,0,0.0,81.00,05/01/2018
0,65.50,1081,58.67,58.67,503.00,0,0,0.0,81.00,06/01/2018
0,65.50,1081,58.64,58.64,501.00,0,0,0.0,81.00,07/01/2018
0,65.50,1081,58.62,58.62,499.00,0,0,0.0,81.00,08/01/2018
0,65.50,1081,58.57,58.57,497.00,0,0,0.0,80.00,09/01/2018
0,65.50,1081,58.53,58.53,495.00,0,0,0.0,80.00,10/01/2018
0,65.50,1081,58.50,58.50,493.00,0,0,0.0,80.00,11/01/2018
0,65.50,1081,58.46,58.46,491.00,0,0,0.0,79.00,12/01/2018
0,65.50,1081,58.42,58.42,489.00,0,0,0.0,79.00,13/01/2018
0,65.50,1081,58.38,58.38,487.00,0,0,0.0,79.00,14/01/2018
0,65.50,1081,58.34,58.34,485.00,0,0,0.0,78.00,15/01/2018
0,65.50,1081,58.30,58.30,483.00,0,0,0.0,78.00,16/01/2018
0,65.50,1081,58.26,58.26,481.00,0,0,0.0,78.00,17/01/2018
0,65.50,1081,58.22,58.22,479.00,0,0,0.0,78.00,18/01/2018
0,65.50,1081,58.19,58.19,477.00,0,0,0.0,78.00,19/01/2018
0,65.50,1081,58.15,58.15,475.00,0,0,0.0,78.00,20/01/2018
0,65.50,1081,58.11,58.11,473.00,0,0,0.0,78.00,21/01/2018
0,65.50,1081,58.07,58.07,471.00,0,0,0.0,77.00,22/01/2018
0,65.50,1081,58.03,58.03,469.00,0,0,0.0,77.00,23/01/2018
0,65.50,1081,57.99,57.99,467.00,0,0,0.0,77.00,24/01/2018
0,65.50,1081,57.95,57.95,465.00,0,0,0.0,77.00,25/01/2018
0,65.50,1081,57.91,57.91,463.00,0,0,0.0,77.00,26/01/2018
0,65.50,1081,57.87,57.87,461.00,0,0,0.0,76.00,27/01/2018
0,65.50,1081,57.84,57.84,459.00,0,0,0.0,75.00,28/01/2018
0,65.50,1081,57.80,57.80,457.00,0,0,0.0,73.00,29/01/2018
0,65.50,1081,57.76,57.76,455.00,0,0,0.0,72.00,30/01/2018
0,65.50,1081,57.72,57.72,453.00,0,0,0.0,71.00,31/01/2018
0,65.50,1081,57.68,57.68,451.00,0,0,0.0,69.00,01/02/2018
0,65.50,1081,57.64,57.64,449.00,0,0,0.0,68.00,02/02/2018
0,65.50,1081,57.62,57.62,448.00,0,0,0.0,67.00,03/02/2018
0,65.50,1081,57.59,57.59,446.00,0,0,0.0,65.00,04/02/2018
0,65.50,1081,57.57,57.57,445.00,0,0,0.0,64.00,05/02/2018
0,65.50,1081,57.53,57.53,443.00,0,0,0.0,62.00,06/02/2018
0,65.50,1081,57.51,57.51,442.00,0,0,0.0,61.00,07/02/2018
0,65.50,1081,57.47,57.47,440.00,0,0,0.0,59.00,08/02/2018
0,65.50,1081,57.43,57.43,438.00,0,0,0.0,58.00,09/02/2018
0,65.50,1081,57.41,57.41,437.00,0,0,0.0,56.00,10/02/2018
0,65.50,1081,57.37,57.37,435.00,0,0,0.0,55.00,11/02/2018
0,65.50,1081,57.34,57.34,434.00,0,0,0.0,53.00,12/02/2018
0,65.50,1081,57.30,57.30,432.00,0,0,0.0,52.00,13/02/2018
0,65.50,1081,57.26,57.26,430.00,0,0,0.0,50.00,14/02/2018
0,65.50,1081,57.24,57.24,429.00,0,0,0.0,49.00,15/02/2018
0,65.50,1081,57.20,57.20,427.00,0,0,0.0,47.00,16/02/2018
0,65.50,1081,57.18,57.18,426.00,0,0,0.0,46.00,17/02/2018
0,65.50,1081,57.14,57.14,424.00,0,0,0.0,44.00,18/02/2018
0,65.50,1081,57.12,57.12,423.00,0,0,0.0,43.00,19/02/2018
0,65.50,1081,57.08,57.08,421.00,0,0,0.0,41.00,20/02/2018
0,65.50,1081,57.06,57.06,420.00,0,0,0.0,40.00,21/02/2018
0,65.50,1081,57.02,57.02,418.00,0,0,0.0,38.00,22/02/2018
0,65.50,1081,57.00,57.00,417.00,0,0,0.0,37.00,23/02/2018
0,65.50,1081,56.95,56.95,415.00,0,0,0.0,35.00,24/02/2018
0,65.50,1081,56.93,56.93,414.00,0,0,0.0,34.00,25/02/2018
0,65.50,1081,56.89,56.89,412.00,0,0,0.0,32.00,26/02/2018
0,65.50,1081,56.82,56.82,409.00,0,50,0.0,31.00,27/02/2018
0,65.50,1081,56.70,56.70,403.00,0,50,0.0,29.00,28/02/2018
0,65.50,1081,56.59,56.59,398.00,0,50,0.0,28.00,01/03/2018
0,65.50,1081,56.49,56.49,393.00,0,50,0.0,26.00,02/03/2018
0,65.50,1081,56.40,56.40,389.00,0,50,0.0,25.00,03/03/2018
0,65.50,1081,56.29,56.29,384.00,0,50,0.0,23.00,04/03/2018
0,65.50,1081,56.18,56.18,379.00,0,50,0.0,22.00,05/03/2018
0,65.50,1081,56.08,56.08,374.00,0,50,0.0,20.00,06/03/2018
0,65.50,1081,55.97,55.97,369.00,0,50,0.0,19.00,07/03/2018
0,65.50,1081,55.85,55.85,364.00,0,50,0.0,17.00,08/03/2018
0,65.50,1081,55.75,55.75,359.00,0,50,0.0,16.00,09/03/2018
0,65.50,1081,55.63,55.63,354.00,0,50.0,0.0,15.00,10/03/2018
0,65.50,1081,55.53,55.53,349.00,0,50,0.0,14.00,11/03/2018
0,65.50,1081,55.41,55.41,344.00,0,50,0.0,13.00,12/03/2018
0,65.50,1081,55.19,55.19,334.00,0,120,0.0,12.00,13/03/2018
0,65.50,1081,54.99,54.99,326.00,0,120,0.0,11.00,14/03/2018
0,65.50,1081,54.81,54.81,318.00,0,120,0.0,10.00,15/03/2018
0,65.50,1081,54.62,54.62,310.00,0,120,0.0,9.00,16/03/2018
0,65.50,1081,54.44,54.44,302.00,0,120,1.0,8.00,17/03/2018
0,65.50,1081,54.24,54.24,294.00,0,120,0.0,7.00,18/03/2018
0,65.50,1081,54.04,54.04,286.00,0,120,0.0,6.00,19/03/2018
0,65.50,1081,53.79,53.79,276.00,0,120,0.0,6.00,20/03/2018
0,65.50,1081,53.54,53.54,266.00,0,120,0.0,6.00,21/03/2018
0,65.50,1081,53.12,53.12,249.00,0,200,0.0,5.00,22/03/2018
0,65.50,1081,52.65,52.65,232.00,0,20,0.0,4.00,23/03/2018
0,65.50,1081,52.17,52.17,214.00,0,200,0.0,3.00,24/03/2018
0,65.50,1081,51.65,51.65,196.00,0,200,0.0,2.00,25/03/2018
0,65.50,1081,51.11,51.11,178.00,0,200,0.0,1.00,26/03/2018
0,65.50,1081,50.58,50.58,160.00,0,200,0.0,0.00,27/03/2018
0,65.50,1081,49.99,49.99,142.00,0,200,0.0,0.00,28/03/2018
0,65.50,1081,49.51,49.51,128.00,0,170,0.0,0.00,29/03/2018
0,65.50,1081,49.06,49.06,115.00,0,150,0.0,0.00,30/03/2018
0,65.50,1081,48.71,48.71,106.00,0,120,0.0,0.00,31/03/2018
0,65.50,1081,48.49,48.49,100.00,0,80,0.0,0.00,01/04/2018
0,65.50,1081,48.34,48.34,96.00,0,50,0.0,0.00,02/04/2018
0,65.50,1081,48.20,48.20,93.00,0,30,0.0,0.00,03/04/2018
0,65.50,1081,48.13,48.13,91.00,0,25,0.0,0.00,04/04/2018
0,65.50,1081,48.06,48.06,89.00,0,25,0.0,0.00,05/04/2018
0,65.50,1081,47.97,47.97,87.00,0,25,0.0,0.00,06/04/2018
0,65.50,1081,47.90,47.90,85.00,0,20,0.0,0.00,07/04/2018
0,65.50,1081,47.81,47.81,83.00,0,20,0.0,0.00,08/04/2018
0,65.50,1081,47.75,47.75,82.00,0,15,0.0,0.00,09/04/2018
0,65.50,1081,47.72,47.72,81.00,0,12,0.0,0.00,10/04/2018
0,65.50,1081,47.67,47.67,80.00,0,12,0.0,0.00,11/04/2018
0,65.50,1081,47.63,47.63,79.00,0,12,0.0,0.00,12/04/2018
0,65.50,1081,47.58,47.58,78.00,0,12,0.0,0.00,13/04/2018
0,65.50,1081,47.54,47.54,77.00,0,10,0.0,0.00,14/04/2018
0,65.50,1081,47.50,47.50,76.00,0,10,0.0,0.00,15/04/2018
0,65.50,1081,47.45,47.45,75.00,0,10,0.0,0.00,16/04/2018
0,65.50,1081,47.41,47.41,74.00,0,10,0.0,0.00,17/04/2018
0,65.50,1081,47.36,47.36,73.00,0,10,0.0,0.00,18/04/2018
0,65.50,1081,47.36,47.36,72.00,0,10,0.0,0.00,19/04/2018
0,65.50,1081,47.32,47.32,72.00,0,5,0.0,0.00,20/04/2018
0,65.50,1081,47.32,47.32,72.00,0,5,0.0,0.00,21/04/2018
0,65.50,1081,47.28,47.28,71.00,0,5,0.0,0.00,22/04/2018
0,65.50,1081,47.28,47.28,71.00,0,5,0.0,0.00,23/04/2018
0,65.50,1081,47.28,47.28,71.00,0,5,0.0,0.00,24/04/2018
0,65.50,1081,47.28,47.28,71.00,0,5,0.0,0.00,25/04/2018
0,65.50,1081,47.28,47.28,71.00,0,5,0.0,0.00,26/04/2018
0,65.50,1081,47.28,47.28,71.00,0,3,0.0,0.00,27/04/2018
0,65.50,1081,47.28,47.28,71.00,0,3,0.0,0.00,28/04/2018
0,65.50,1081,47.23,47.23,70.00,0,3,0.0,0.00,29/04/2018
0,65.50,1081,47.23,47.23,70.00,0,3,0.0,0.00,30/04/2018
0,65.50,1081,47.23,47.23,70.00,0,2,0.0,0.00,01/05/2018
0,65.50,1081,47.23,47.23,70.00,0,2,0.0,0.00,02/05/2018
0,65.50,1081,47.23,47.23,70.00,0,2,0.0,0.00,03/05/2018
0,65.50,1081,47.23,47.23,70.00,0,2,0.0,0.00,04/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,05/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,06/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,07/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,08/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,09/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,10/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,11/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,12/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,13/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,14/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,15/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,16/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,17/05/2018
0,65.50,1081,47.23,47.23,70.00,0,0,0.0,0.00,18/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,19/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,20/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,21/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,22/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,23/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,24/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,25/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,26/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,27/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,28/05/2018
0,65.50,1081,47.19,47.19,69.00,0,0,0.0,0.00,29/05/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,30/05/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,31/05/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,01/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,02/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,03/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0.0,0.00,04/06/2018
0,65.50,1081,44.15,44.15,68.00,0,0,0.0,0.00,05/06/2018
0,65.50,1081,44.15,44.15,68.00,0,0,0.0,0.00,06/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,15.0,0.00,07/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,08/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,09/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,10/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,11/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,12/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,13/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,14/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,15/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,4,0.00,16/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,17/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,3,0.00,18/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,19/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,20/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,21/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,22/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,0,0.00,23/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,2.0,0.00,24/06/2018
0,65.50,1081,47.15,47.15,68.00,0,0,3.0,0.00,25/06/2018
0,65.50,1081,47.10,47.10,67.00,0,10,0.0,0.00,26/06/2018
0,65.50,1081,47.06,47.06,66.00,0,13,0.0,0.00,27/06/2018
0,65.50,1081,47.01,47.01,65.00,0,13,1.0,0.00,28/06/2018
0,65.50,1081,46.97,46.97,64.00,0,13,3.0,0.00,29/06/2018
0,65.50,1081,46.92,46.92,63.00,0,13,0.0,0.00,30/06/2018
0,65.50,1081,46.83,46.83,61.00,0,13,0.0,0.00,01/07/2018
0,65.50,1081,46.78,46.78,60.00,0,13,0.0,0.00,02/07/2018
0,65.50,1081,46.74,46.74,59.00,0,13,22.0,0.00,03/07/2018
0,65.50,1081,46.69,46.69,58.00,0,13,0.0,0.00,04/07/2018
0,65.50,1081,0.00,0.00,57.00,0,13,0.0,0.00,05/07/2018
0,65.50,1081,0.00,0.00,56.00,0,13,0.0,0.00,06/07/2018
0,65.50,1081,0.00,0.00,55.00,0,13,0.0,0.00,07/07/2018
0,65.50,1081,0.00,0.00,53.00,0,13,0.0,0.00,08/07/2018
0,65.50,1081,0.00,0.00,52.00,0,13,0.0,0.00,09/07/2018
0,65.50,1081,0.00,0.00,51.00,0,13,5.0,0.00,10/07/2018
0,65.50,1081,0.00,0.00,50.00,0,13,0.0,0.00,11/07/2018
0,65.50,1081,0.00,0.00,49.00,0,13,14.0,0.00,12/07/2018
0,65.50,1081,0.00,0.00,48.00,0,13,5.0,0.00,13/07/2018
0,65.50,1081,0.00,0.00,47.00,0,13,0.0,0.00,14/07/2018
0,65.50,1081,0.00,0.00,46.00,0,13,0.0,0.00,15/07/2018
0,65.50,1081,0.00,0.00,44.00,0,13,0.0,0.00,16/07/2018
0,65.50,1081,0.00,0.00,43.00,0,13,0.0,0.00,17/07/2018
0,65.50,1081,0.00,0.00,42.00,0,13,0.0,0.00,18/07/2018
0,65.50,1081,0.00,0.00,41.00,0,13,0.0,0.00,19/07/2018
0,65.50,1081,0.00,0.00,40.00,0,13,0.0,0.00,20/07/2018
0,65.50,1081,0.00,0.00,39.00,0,13,0.0,0.00,21/07/2018
0,65.50,1081,0.00,0.00,38.00,0,13,0.0,0.00,22/07/2018
0,65.50,1081,0.00,0.00,37.00,0,13,0.0,0.00,23/07/2018
0,65.50,1081,0.00,0.00,35.00,0,13,0.0,0.00,24/07/2018
0,65.50,1081,0.00,0.00,34.00,0,13,0.0,0.00,25/07/2018
0,65.50,1081,0.00,0.00,33.00,0,13,0.0,0.00,26/07/2018
0,65.50,1081,0.00,0.00,32.00,0,13,0.0,0.00,27/07/2018
0,65.50,1081,0.00,0.00,31.00,0,13,0.0,0.00,28/07/2018
0,65.50,1081,0.00,0.00,30.00,0,13,0.0,0.00,29/07/2018
0,65.50,1081,0.00,0.00,29.00,0,13,0.0,0.00,30/07/2018
0,65.50,1081,0.00,0.00,27.00,0,13,0.0,0.00,31/07/2018
0,65.50,1081,0.00,0.00,26.00,0,13,0.0,0.00,01/08/2018
0,65.50,1081,0.00,0.00,25.00,0,13,0.0,0.00,02/08/2018
0,65.50,1081,0.00,0.00,24.00,0,13,0.0,0.00,03/08/2018
0,65.50,1081,0.00,0.00,23.00,0,13,7.0,0.00,04/08/2018
0,65.50,1081,0.00,0.00,22.00,0,13,28.0,0.00,05/08/2018
0,65.50,1081,0.00,0.00,21.00,0,12,0.0,0.00,06/08/2018
0,65.50,1081,0.00,0.00,20.00,0,13,0.0,0.00,07/08/2018
0,65.50,1081,0.00,0.00,18.00,0,13,0.0,0.00,08/08/2018
0,65.50,1081,0.00,0.00,17.00,0,13,7.0,0.00,09/08/2018
0,65.50,1081,0.00,0.00,16.00,0,13,18.0,0.00,10/08/2018
0,65.50,1081,0.00,0.00,15.00,0,13,7.0,0.00,11/08/2018
0,65.50,1081,0.00,0.00,13.00,0,13,4.0,0.00,12/08/2018
0,65.50,1081,0.00,0.00,12.00,0,13,0.0,0.00,13/08/2018
0,65.50,1081,0.00,0.00,11.00,0,13,0.0,0.00,14/08/2018
0,65.50,1081,0.00,0.00,10.00,0,13,26.0,0.00,15/08/2018
0,65.50,1081,0.00,0.00,9.00,0,13,14.0,0.00,16/08/2018
0,65.50,1081,0.00,0.00,8.00,0,13,6.0,0.00,17/08/2018
0,65.50,1081,0.00,0.00,7.00,0,13,0.0,0.00,18/08/2018
0,65.50,1081,0.00,0.00,6.00,0,13,0.0,0.00,19/08/2018
0,65.50,1081,0.00,0.00,5.00,0,12,0.0,5.00,20/08/2018
0,65.50,1081,0.00,0.00,4.00,0,12,0.0,8.00,21/08/2018
0,65.50,1081,0.00,0.00,3.00,0,12,0.0,11.00,22/08/2018
0,65.50,1081,0.00,0.00,2.00,0,10,0.0,13.00,23/08/2018
0,65.50,1081,0.00,0.00,1.00,0,8,4.0,15.00,24/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,17.00,25/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,4.0,19.00,26/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,21.00,27/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,33.0,21.00,28/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,21.00,29/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,21.00,30/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,35.0,22.00,31/08/2018
0,65.50,1081,0.00,0.00,1.00,0,0,13.0,22.00,01/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,02/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,03/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,04/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,05/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,06/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,07/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,08/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,09/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,10/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,11/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,12/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,13/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,3.0,25.00,14/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,15/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,0.0,25.00,16/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,54.0,25.00,17/09/2018
0,65.50,1081,0.00,0.00,1.00,0,0,61.0,25.00,18/09/2018
0,65.50,1081,0.00,0.00,7.00,69,0,27.0,26.00,19/09/2018
0,65.50,1081,0.00,0.00,8.00,12,0,1.0,26.00,20/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,21/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,22/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,23/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,24/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,25/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,26/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,27/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,28/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,29/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,26.00,30/09/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,36.00,01/10/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,46.00,02/10/2018
0,65.50,1081,0.00,0.00,8.00,0,0,0.0,48.00,03/10/2018
0,65.50,1081,0.00,0.00,8.00,0,0,19.0,51.00,04/10/2018
0,65.50,1081,0.00,0.00,11.00,35,0,86.0,52.00,05/10/2018
0,65.50,1081,0.00,0.00,14.00,35,0,25.0,52.00,06/10/2018
0,65.50,1081,0.00,0.00,16.00,24,0,25.0,60.00,07/10/2018
0,65.50,1081,0.00,0.00,17.00,12,0,16.0,70.00,08/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,76.00,09/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,78.00,10/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,78.00,11/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,81.00,12/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,83.00,13/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,85.00,14/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,85.00,15/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,85.00,16/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,89.00,17/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,9.0,91.00,18/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,19/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,20/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,21/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,22/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,23/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,24/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,25/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,26/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,27/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,28/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,29/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,0.0,91.00,30/10/2018
0,65.50,1081,0.00,0.00,17.00,0,0,15.0,120.00,31/10/2018
0,65.50,1081,0.00,0.00,20.00,35,0,40.0,180.00,01/11/2018
0,65.50,1081,0.00,0.00,22.00,23,0,14.0,225.00,02/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,250.00,03/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,4.0,301.00,04/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,4.0,354.00,05/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,412.00,06/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,464.00,07/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,515.00,08/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,541.00,09/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,553.00,10/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,565.00,11/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,567.00,12/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,573.00,13/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,587.00,14/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,4.0,607.00,15/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,19.0,615.00,16/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,617.00,17/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,617.00,18/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,617.00,19/11/2018
0,65.50,1081,0.00,0.00,22.00,0,0,0.0,617.00,20/11/2018
0,65.50,1081,0.00,0.00,24.00,25,0,19.0,615.00,21/11/2018
0,65.50,1081,0.00,0.00,30.00,69,0,120.0,614.00,22/11/2018
0,65.50,1081,45.81,45.81,40.00,116,0,59.0,611.00,23/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,7.0,608.00,24/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,605.00,25/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,602.00,26/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,599.00,27/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,596.00,28/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,592.00,29/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,590.00,30/11/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,595.00,01/12/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,599.00,02/12/2018
0,65.50,1081,45.81,45.81,40.00,0,0,0.0,602.00,03/12/2018
0,65.50,1081,45.90,45.90,42.00,23,0,80.0,600.00,04/12/2018
0,65.50,1081,46.10,46.10,46.00,46,0,78.0,596.00,05/12/2018
0,65.50,1081,46.20,46.20,48.00,23,0,17.0,592.00,06/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,588.00,07/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,584.00,08/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,580.00,09/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,578.00,10/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,576.00,11/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,573.00,12/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,570.00,13/12/2018
0,65.50,1081,46.20,46.20,48.00,0,0,0.0,567.00,14/12/2018
