,Reservoir,Flow Date,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow
0,K.R.S,30-JUL-2016,22.28,99.31,5937,8427
1,K.R.S,31-JUL-2016,21.98,98.93,4465,7746
2,K.R.S,01-AUG-2016,21.76,98.63,4180,6693
3,K.R.S,02-AUG-2016,21.52,98.32,4349,6940
4,K.R.S,03-AUG-2016,21.24,97.95,4342,7619
5,K.R.S,04-AUG-2016,20.93,97.52,4119,7660
6,K.R.S,05-AUG-2016,20.69,97.19,5072,7764
0,K.R.S,06-AUG-2016,20.66,97.15,7515,7745
1,K.R.S,07-AUG-2016,20.86,97.42,9507,7106
2,K.R.S,08-AUG-2016,20.86,97.43,7077,6882
3,K.R.S,09-AUG-2016,20.85,97.41,7815,7874
4,K.R.S,10-AUG-2016,20.99,97.6,9603,7880
5,K.R.S,11-AUG-2016,21.1,97.75,9388,8004
6,K.R.S,12-AUG-2016,21.06,97.7,7694,8009
0,K.R.S,13-AUG-2016,21.0,97.61,7347,8001
1,K.R.S,14-AUG-2016,20.91,97.49,7049,7988
2,K.R.S,15-AUG-2016,20.78,97.31,6556,7974
3,K.R.S,16-AUG-2016,20.66,97.15,6805,8053
4,K.R.S,17-AUG-2016,20.62,97.1,7722,8037
5,K.R.S,18-AUG-2016,20.86,97.43,10968,8056
6,K.R.S,19-AUG-2016,21.01,97.63,12008,10200
0,K.R.S,20-AUG-2016,21.01,97.63,11008,10906
1,K.R.S,21-AUG-2016,20.81,97.36,8698,10888
2,K.R.S,22-AUG-2016,20.48,96.9,7022,10803
3,K.R.S,23-AUG-2016,20.06,96.31,5903,10680
4,K.R.S,24-AUG-2016,19.51,95.54,4297,10463
5,K.R.S,25-AUG-2016,18.98,94.76,4175,10305
6,K.R.S,26-AUG-2016,18.6,94.2,5838,10131
0,K.R.S,27-AUG-2016,18.22,93.63,5651,9946
1,K.R.S,28-AUG-2016,17.92,93.18,6455,9794
2,K.R.S,29-AUG-2016,17.66,92.78,6810,9688
3,K.R.S,30-AUG-2016,17.46,92.47,7373,9583
4,K.R.S,31-AUG-2016,17.54,92.58,8605,7701
5,K.R.S,01-SEP-2016,17.68,92.8,4347,2636
6,K.R.S,02-SEP-2016,17.82,93.03,3603,1796
0,K.R.S,03-SEP-2016,17.96,93.24,3534,1835
1,K.R.S,04-SEP-2016,18.09,93.44,3475,1852
2,K.R.S,05-SEP-2016,18.23,93.64,3491,1868
3,K.R.S,06-SEP-2016,18.28,93.72,2586,1879
4,K.R.S,07-SEP-2016,17.97,93.25,2004,5488
5,K.R.S,08-SEP-2016,17.09,91.88,2645,12732
6,K.R.S,09-SEP-2016,16.68,91.22,12470,17133
0,K.R.S,10-SEP-2016,16.28,90.57,12614,17117
1,K.R.S,11-SEP-2016,15.82,89.8,11847,17104
2,K.R.S,12-SEP-2016,15.38,89.05,11875,16883
3,K.R.S,13-SEP-2016,15.04,88.45,9847,13730
4,K.R.S,14-SEP-2016,14.64,87.75,8291,12777
5,K.R.S,15-SEP-2016,14.23,87.0,8055,12775
6,K.R.S,16-SEP-2016,13.74,86.1,7167,12681
0,K.R.S,17-SEP-2016,13.25,85.15,6297,12598
1,K.R.S,18-SEP-2016,12.94,84.55,7334,10798
2,K.R.S,19-SEP-2016,12.71,84.1,6985,9545
3,K.R.S,20-SEP-2016,13.04,84.75,6074,2192
4,K.R.S,21-SEP-2016,13.53,85.7,6021,256
5,K.R.S,22-SEP-2016,13.98,86.55,5569,260
6,K.R.S,23-SEP-2016,14.31,87.15,4102,264
0,K.R.S,24-SEP-2016,14.45,87.4,1952,268
1,K.R.S,25-SEP-2016,14.53,87.55,1312,269
2,K.R.S,26-SEP-2016,14.6,87.68,1185,270
3,K.R.S,27-SEP-2016,14.84,88.1,3063,271
4,K.R.S,28-SEP-2016,15.06,88.5,2995,271
5,K.R.S,29-SEP-2016,15.35,89.0,3656,273
6,K.R.S,30-SEP-2016,15.55,89.35,2740,274
0,K.R.S,01-OCT-2016,15.64,89.5,1381,274
1,K.R.S,02-OCT-2016,15.7,89.6,1062,275
2,K.R.S,03-OCT-2016,15.76,89.7,1063,276
3,K.R.S,04-OCT-2016,15.53,89.31,877,3419
4,K.R.S,05-OCT-2016,14.95,88.3,2044,8662
5,K.R.S,06-OCT-2016,14.56,87.6,4222,8659
6,K.R.S,07-OCT-2016,14.15,86.85,4619,9292
0,K.R.S,08-OCT-2016,13.64,85.9,4034,9821
1,K.R.S,09-OCT-2016,13.19,85.05,4593,9625
2,K.R.S,10-OCT-2016,12.54,83.75,4059,11545
3,K.R.S,11-OCT-2016,12.1,82.85,3111,8110
4,K.R.S,12-OCT-2016,11.91,82.45,2290,4407
5,K.R.S,13-OCT-2016,11.58,81.75,1294,5024
6,K.R.S,14-OCT-2016,11.42,81.4,1635,3422
0,K.R.S,15-OCT-2016,11.29,81.12,1014,2426
1,K.R.S,16-OCT-2016,11.36,81.28,1179,239
2,K.R.S,17-OCT-2016,11.42,81.4,966,240
3,K.R.S,18-OCT-2016,11.49,81.55,1127,240
4,K.R.S,19-OCT-2016,11.55,81.69,1074,241
5,K.R.S,20-OCT-2016,11.62,81.84,1128,242
6,K.R.S,21-OCT-2016,11.68,81.96,969,242
0,K.R.S,22-OCT-2016,11.71,82.04,763,242
1,K.R.S,23-OCT-2016,11.74,82.1,661,242
2,K.R.S,24-OCT-2016,11.76,82.13,496,243
3,K.R.S,25-OCT-2016,11.57,81.74,694,2714
4,K.R.S,26-OCT-2016,11.1,80.7,336,5764
5,K.R.S,27-OCT-2016,10.58,79.54,274,6133
6,K.R.S,28-OCT-2016,10.06,78.3,339,6377
0,K.R.S,29-OCT-2016,9.56,77.08,515,6232
1,K.R.S,30-OCT-2016,9.14,76.03,1451,6179
2,K.R.S,31-OCT-2016,9.48,76.9,4246,206
3,K.R.S,01-NOV-2016,10.04,78.25,6724,242
4,K.R.S,02-NOV-2016,10.74,79.9,8485,252
5,K.R.S,03-NOV-2016,11.23,81.0,6017,263
6,K.R.S,04-NOV-2016,11.53,81.65,3820,275
0,K.R.S,05-NOV-2016,11.63,81.85,1417,379
1,K.R.S,06-NOV-2016,11.66,81.92,722,279
2,K.R.S,07-NOV-2016,11.69,82.0,776,279
3,K.R.S,08-NOV-2016,11.73,82.08,791,279
4,K.R.S,09-NOV-2016,11.77,82.16,792,280
5,K.R.S,10-NOV-2016,11.79,82.2,622,330
6,K.R.S,11-NOV-2016,11.53,81.64,543,3500
0,K.R.S,12-NOV-2016,11.01,80.5,289,6235
1,K.R.S,13-NOV-2016,10.55,79.45,645,5934
2,K.R.S,14-NOV-2016,10.06,78.3,410,6012
3,K.R.S,15-NOV-2016,9.65,77.3,1399,6094
4,K.R.S,16-NOV-2016,9.48,76.88,1248,3149
5,K.R.S,17-NOV-2016,9.55,77.06,1130,240
6,K.R.S,18-NOV-2016,9.62,77.23,1102,240
0,K.R.S,19-NOV-2016,9.68,77.38,1008,240
1,K.R.S,20-NOV-2016,9.74,77.52,962,241
2,K.R.S,21-NOV-2016,9.79,77.65,915,241
3,K.R.S,22-NOV-2016,9.83,77.76,821,241
4,K.R.S,23-NOV-2016,9.87,77.86,774,241
5,K.R.S,24-NOV-2016,9.91,77.95,726,241
6,K.R.S,25-NOV-2016,9.95,78.05,783,242
0,K.R.S,26-NOV-2016,9.99,78.15,791,242
1,K.R.S,27-NOV-2016,10.03,78.24,743,242
2,K.R.S,28-NOV-2016,10.07,78.33,743,242
3,K.R.S,29-NOV-2016,10.1,78.41,694,242
4,K.R.S,30-NOV-2016,10.14,78.5,743,242
5,K.R.S,01-DEC-2016,10.17,78.56,593,243
6,K.R.S,02-DEC-2016,10.19,78.61,550,243
0,K.R.S,03-DEC-2016,10.2,78.65,501,243
1,K.R.S,04-DEC-2016,10.22,78.68,452,243
2,K.R.S,05-DEC-2016,10.23,78.71,452,243
3,K.R.S,06-DEC-2016,10.24,78.73,403,243
4,K.R.S,07-DEC-2016,10.24,78.74,355,243
5,K.R.S,08-DEC-2016,10.25,78.75,355,243
6,K.R.S,09-DEC-2016,10.25,78.75,306,243
0,K.R.S,10-DEC-2016,10.24,78.74,258,243
1,K.R.S,11-DEC-2016,10.24,78.74,306,243
2,K.R.S,12-DEC-2016,10.24,78.73,257,243
3,K.R.S,13-DEC-2016,10.23,78.72,258,243
4,K.R.S,14-DEC-2016,10.27,78.82,793,243
5,K.R.S,15-DEC-2016,10.3,78.88,598,243
6,K.R.S,16-DEC-2016,10.31,78.9,403,243
0,K.R.S,17-DEC-2016,10.33,78.94,501,243
1,K.R.S,18-DEC-2016,10.35,79.0,601,246
2,K.R.S,19-DEC-2016,10.38,79.07,669,253
3,K.R.S,20-DEC-2016,10.41,79.13,615,254
4,K.R.S,21-DEC-2016,10.44,79.2,665,254
5,K.R.S,22-DEC-2016,10.46,79.25,565,254
6,K.R.S,23-DEC-2016,10.48,79.3,565,254
0,K.R.S,24-DEC-2016,10.5,79.34,514,254
1,K.R.S,25-DEC-2016,10.52,79.39,565,254
2,K.R.S,26-DEC-2016,10.54,79.43,514,254
3,K.R.S,27-DEC-2016,10.55,79.46,464,254
4,K.R.S,28-DEC-2016,10.55,79.47,364,254
5,K.R.S,29-DEC-2016,10.55,79.47,314,254
6,K.R.S,30-DEC-2016,10.56,79.48,364,254
7,K.R.S,31-DEC-2016,10.56,79.48,314,254
0,K.R.S,01-JAN-2017,10.55,79.47,264,254
1,K.R.S,02-JAN-2017,10.55,79.46,269,254
2,K.R.S,03-JAN-2017,10.55,79.45,269,254
3,K.R.S,04-JAN-2017,10.54,79.44,269,254
4,K.R.S,05-JAN-2017,10.54,79.44,319,254
5,K.R.S,06-JAN-2017,10.54,79.43,269,254
6,K.R.S,07-JAN-2017,10.54,79.43,319,254
0,K.R.S,08-JAN-2017,10.54,79.44,369,254
1,K.R.S,09-JAN-2017,10.54,79.44,319,254
2,K.R.S,10-JAN-2017,10.54,79.43,269,254
3,K.R.S,11-JAN-2017,10.54,79.43,319,254
4,K.R.S,12-JAN-2017,10.53,79.42,269,254
5,K.R.S,13-JAN-2017,10.53,79.42,319,254
6,K.R.S,14-JAN-2017,10.52,79.4,218,254
0,K.R.S,15-JAN-2017,10.52,79.38,218,254
1,K.R.S,16-JAN-2017,10.51,79.37,269,254
2,K.R.S,17-JAN-2017,10.5,79.35,213,254
3,K.R.S,18-JAN-2017,10.5,79.34,264,254
4,K.R.S,19-JAN-2017,10.49,79.32,213,254
5,K.R.S,20-JAN-2017,10.48,79.3,213,254
6,K.R.S,21-JAN-2017,10.48,79.29,264,254
0,K.R.S,22-JAN-2017,10.47,79.27,213,254
1,K.R.S,23-JAN-2017,10.46,79.25,213,254
2,K.R.S,24-JAN-2017,10.45,79.24,264,254
3,K.R.S,25-JAN-2017,10.45,79.22,213,254
4,K.R.S,26-JAN-2017,10.44,79.2,213,254
5,K.R.S,27-JAN-2017,10.43,79.19,264,254
6,K.R.S,28-JAN-2017,10.42,79.17,213,254
0,K.R.S,29-JAN-2017,10.42,79.15,213,254
1,K.R.S,30-JAN-2017,10.4,79.12,163,254
2,K.R.S,31-JAN-2017,10.39,79.1,213,254
3,K.R.S,01-FEB-2017,10.39,79.08,213,254
4,K.R.S,02-FEB-2017,10.38,79.06,213,253
5,K.R.S,03-FEB-2017,10.36,79.03,162,253
6,K.R.S,04-FEB-2017,10.35,79.0,162,253
0,K.R.S,05-FEB-2017,10.34,78.98,209,248
1,K.R.S,06-FEB-2017,10.33,78.96,204,243
2,K.R.S,07-FEB-2017,10.33,78.94,204,243
3,K.R.S,08-FEB-2017,10.31,78.91,155,243
4,K.R.S,09-FEB-2017,10.3,78.88,155,243
5,K.R.S,10-FEB-2017,10.29,78.85,155,243
6,K.R.S,11-FEB-2017,10.24,78.74,185,662
0,K.R.S,17-FEB-2017,10.15,78.53,106,243
1,K.R.S,18-FEB-2017,10.14,78.5,155,243
2,K.R.S,12-FEB-2017,10.23,78.71,155,243
3,K.R.S,13-FEB-2017,10.22,78.68,155,243
4,K.R.S,14-FEB-2017,10.2,78.65,155,243
5,K.R.S,15-FEB-2017,10.19,78.61,106,243
6,K.R.S,16-FEB-2017,10.17,78.57,106,243
0,K.R.S,19-FEB-2017,10.12,78.46,105,242
1,K.R.S,20-FEB-2017,10.11,78.42,105,242
2,K.R.S,21-FEB-2017,10.09,78.38,105,242
3,K.R.S,22-FEB-2017,10.07,78.34,105,242
4,K.R.S,23-FEB-2017,10.06,78.3,105,242
5,K.R.S,24-FEB-2017,10.04,78.26,105,242
6,K.R.S,25-FEB-2017,10.03,78.23,154,242
0,K.R.S,26-FEB-2017,10.18,78.6,2101,243
1,K.R.S,27-FEB-2017,10.92,80.3,8846,262
2,K.R.S,28-FEB-2017,11.42,81.4,6100,269
3,K.R.S,01-MAR-2017,11.49,81.55,1142,276
4,K.R.S,02-MAR-2017,11.56,81.7,1143,277
5,K.R.S,03-MAR-2017,11.53,81.65,381,579
6,K.R.S,04-MAR-2017,11.46,81.5,347,1080
0,K.R.S,05-MAR-2017,11.39,81.35,344,1077
1,K.R.S,06-MAR-2017,11.32,81.2,341,1074
2,K.R.S,07-MAR-2017,11.32,81.2,341,1074
3,K.R.S,08-MAR-2017,11.19,80.9,350,1068
4,K.R.S,09-MAR-2017,11.12,80.75,353,1064
5,K.R.S,10-MAR-2017,11.08,80.65,323,774
6,K.R.S,11-MAR-2017,11.03,80.55,321,772
0,K.R.S,12-MAR-2017,10.99,80.45,319,770
1,K.R.S,13-MAR-2017,10.94,80.35,317,768
2,K.R.S,14-MAR-2017,10.89,80.23,211,766
3,K.R.S,15-MAR-2017,10.83,80.11,208,763
4,K.R.S,16-MAR-2017,10.78,80.0,318,821
5,K.R.S,17-MAR-2017,10.73,79.87,231,814
6,K.R.S,18-MAR-2017,10.67,79.74,226,809
0,K.R.S,19-MAR-2017,10.62,79.61,225,808
1,K.R.S,20-MAR-2017,10.56,79.48,223,806
2,K.R.S,21-MAR-2017,10.49,79.32,216,950
3,K.R.S,22-MAR-2017,10.41,79.13,208,1092
4,K.R.S,23-MAR-2017,10.33,78.95,257,1084
5,K.R.S,24-MAR-2017,10.25,78.76,220,1076
6,K.R.S,25-MAR-2017,10.17,78.57,216,1072
0,K.R.S,26-MAR-2017,10.09,78.39,261,1069
1,K.R.S,27-MAR-2017,10.02,78.21,257,1065
2,K.R.S,28-MAR-2017,9.93,78.0,249,1203
3,K.R.S,29-MAR-2017,9.84,77.77,263,1281
4,K.R.S,30-MAR-2017,9.74,77.54,258,1276
5,K.R.S,31-MAR-2017,9.65,77.31,252,1270
6,K.R.S,01-APR-2017,9.55,77.07,227,1292
0,K.R.S,02-APR-2017,9.45,76.82,250,1313
1,K.R.S,03-APR-2017,9.35,76.56,207,1306
2,K.R.S,04-APR-2017,9.25,76.31,246,1300
3,K.R.S,05-APR-2017,9.15,76.06,239,1290
4,K.R.S,06-APR-2017,9.08,75.88,266,984
5,K.R.S,07-APR-2017,9.02,75.72,258,880
6,K.R.S,08-APR-2017,8.96,75.56,256,878
0,K.R.S,09-APR-2017,8.9,75.4,253,875
1,K.R.S,10-APR-2017,8.84,75.24,251,873
2,K.R.S,11-APR-2017,8.84,75.24,251,873
3,K.R.S,12-APR-2017,8.73,74.95,291,863
4,K.R.S,13-APR-2017,8.67,74.8,295,855
5,K.R.S,14-APR-2017,8.62,74.65,293,853
6,K.R.S,15-APR-2017,8.56,74.48,259,904
0,K.R.S,16-APR-2017,8.5,74.32,299,901
1,K.R.S,17-APR-2017,8.44,74.17,338,898
2,K.R.S,18-APR-2017,8.39,74.03,379,896
3,K.R.S,19-APR-2017,8.34,73.9,435,893
4,K.R.S,20-APR-2017,8.3,73.77,436,891
5,K.R.S,21-APR-2017,8.25,73.63,393,889
6,K.R.S,22-APR-2017,8.2,73.49,390,886
0,K.R.S,23-APR-2017,8.15,73.35,387,883
1,K.R.S,24-APR-2017,8.1,73.21,385,881
2,K.R.S,25-APR-2017,8.05,73.07,382,878
3,K.R.S,26-APR-2017,8.0,72.93,384,871
4,K.R.S,27-APR-2017,7.95,72.78,344,863
5,K.R.S,28-APR-2017,7.9,72.64,382,861
6,K.R.S,29-APR-2017,7.85,72.5,379,858
0,K.R.S,30-APR-2017,7.8,72.36,377,856
1,K.R.S,01-MAY-2017,7.75,72.22,382,853
2,K.R.S,02-MAY-2017,7.7,72.07,364,875
3,K.R.S,03-MAY-2017,7.65,71.92,370,872
4,K.R.S,04-MAY-2017,7.6,71.76,336,869
5,K.R.S,05-MAY-2017,7.54,71.6,333,866
6,K.R.S,06-MAY-2017,7.49,71.45,369,863
0,K.R.S,07-MAY-2017,7.44,71.3,366,860
1,K.R.S,08-MAY-2017,7.38,71.12,379,989
2,K.R.S,09-MAY-2017,7.33,70.96,349,877
3,K.R.S,10-MAY-2017,7.28,70.8,360,874
4,K.R.S,11-MAY-2017,7.22,70.61,244,870
5,K.R.S,12-MAY-2017,7.16,70.42,240,866
6,K.R.S,13-MAY-2017,7.1,70.23,236,862
0,K.R.S,14-MAY-2017,7.03,70.03,195,858
1,K.R.S,15-MAY-2017,6.97,69.82,190,869
2,K.R.S,16-MAY-2017,6.9,69.61,191,866
3,K.R.S,17-MAY-2017,6.84,69.4,183,862
4,K.R.S,18-MAY-2017,6.77,69.2,214,857
5,K.R.S,19-MAY-2017,6.71,69.0,231,874
6,K.R.S,20-MAY-2017,6.67,68.85,223,670
0,K.R.S,21-MAY-2017,6.63,68.72,243,620
1,K.R.S,22-MAY-2017,6.59,68.6,229,572
2,K.R.S,23-MAY-2017,6.56,68.5,251,525
3,K.R.S,24-MAY-2017,6.54,68.43,308,478
4,K.R.S,25-MAY-2017,6.52,68.35,274,478
5,K.R.S,26-MAY-2017,6.49,68.27,273,477
6,K.R.S,27-MAY-2017,6.47,68.2,306,476
0,K.R.S,01-JUN-2017,6.5,68.28,528,352
1,K.R.S,02-JUN-2017,6.51,68.31,515,352
2,K.R.S,03-JUN-2017,6.47,68.19,517,874
3,K.R.S,29-MAY-2017,6.47,68.18,528,352
4,K.R.S,30-MAY-2017,6.48,68.22,563,352
5,K.R.S,31-MAY-2017,6.49,68.25,528,352
6,K.R.S,28-MAY-2017,6.46,68.15,374,475
0,K.R.S,04-JUN-2017,6.43,68.06,479,870
1,K.R.S,05-JUN-2017,6.4,67.95,551,868
2,K.R.S,06-JUN-2017,6.36,67.83,521,865
3,K.R.S,07-JUN-2017,6.35,67.78,472,583
4,K.R.S,08-JUN-2017,6.34,67.73,471,582
5,K.R.S,09-JUN-2017,6.32,67.67,438,582
6,K.R.S,10-JUN-2017,6.3,67.62,470,581
0,K.R.S,11-JUN-2017,6.29,67.56,436,580
1,K.R.S,12-JUN-2017,6.27,67.51,468,579
2,K.R.S,13-JUN-2017,6.26,67.46,467,578
3,K.R.S,14-JUN-2017,6.26,67.45,601,578
4,K.R.S,15-JUN-2017,6.3,67.6,1135,579
5,K.R.S,16-JUN-2017,6.35,67.78,1515,859
6,K.R.S,17-JUN-2017,6.37,67.86,1397,1074
0,K.R.S,18-JUN-2017,6.38,67.9,1262,1076
1,K.R.S,19-JUN-2017,6.4,67.95,1297,1078
2,K.R.S,20-JUN-2017,6.41,68.0,1299,1080
3,K.R.S,21-JUN-2017,6.43,68.04,1275,1081
4,K.R.S,22-JUN-2017,6.43,68.06,1207,1082
5,K.R.S,23-JUN-2017,6.43,68.06,1207,1082
6,K.R.S,24-JUN-2017,6.41,68.0,998,1081
0,K.R.S,25-JUN-2017,6.4,67.96,999,1080
1,K.R.S,26-JUN-2017,6.39,67.92,997,1078
2,K.R.S,27-JUN-2017,6.38,67.88,996,1077
3,K.R.S,28-JUN-2017,6.52,68.35,2746,1081
4,K.R.S,29-JUN-2017,6.95,69.75,6112,1113
5,K.R.S,30-JUN-2017,7.41,71.2,7818,2365
6,K.R.S,01-JUL-2017,7.82,72.4,7456,2712
0,K.R.S,02-JUL-2017,8,73.4,6567,2676
1,K.R.S,03-JUL-2017,8,74.2,5468,2088
2,K.R.S,04-JUL-2017,9,74.9,5383,2125
3,K.R.S,05-JUL-2017,9,75.7,5689,2117
4,K.R.S,06-JUL-2017,9,76.5,5822,2160
5,K.R.S,07-JUL-2017,10,77.2,5102,2056
6,K.R.S,08-JUL-2017,10,77.7,4497,2080
0,K.R.S,09-JUL-2017,9.95,78.05,4051,2098
1,K.R.S,10-JUL-2017,10.12,78.45,4122,2114
2,K.R.S,11-JUL-2017,10.22,78.7,3405,2126
3,K.R.S,12-JUL-2017,10.27,78.8,2683,2133
4,K.R.S,13-JUL-2017,10.2,78.65,1465,2132
5,K.R.S,14-JUL-2017,10.12,78.45,1215,2125
6,K.R.S,15-JUL-2017,10.08,78.35,1695,2118
0,K.R.S,16-JUL-2017,10.04,78.25,1691,2115
1,K.R.S,17-JUL-2017,10.0,78.17,1786,2112
2,K.R.S,18-JUL-2017,9.97,78.1,1562,1840
3,K.R.S,19-JUL-2017,10.01,78.2,2121,1571
4,K.R.S,20-JUL-2017,10.16,78.55,3336,1576
5,K.R.S,21-JUL-2017,11.32,81.2,15073,1546
6,K.R.S,22-JUL-2017,13.02,84.7,22052,2414
0,K.R.S,23-JUL-2017,14.28,87.1,17761,3043
1,K.R.S,24-JUL-2017,14.89,88.2,11106,3946
2,K.R.S,25-JUL-2017,15.18,88.7,7386,4010
3,K.R.S,26-JUL-2017,15.41,89.1,6774,4037
4,K.R.S,27-JUL-2017,15.58,89.4,6177,4058
5,K.R.S,28-JUL-2017,15.7,89.6,5511,4072
6,K.R.S,29-JUL-2017,15.76,89.7,4841,4081
0,K.R.S,30-JUL-2017,15.82,89.8,4759,3999
1,K.R.S,31-JUL-2017,15.91,89.95,5105,4005
2,K.R.S,01-AUG-2017,15.97,90.05,4798,4027
3,K.R.S,02-AUG-2017,16.03,90.15,4775,3985
4,K.R.S,03-AUG-2017,16.08,90.23,4641,3991
5,K.R.S,04-AUG-2017,16.12,90.3,4574,3994
6,K.R.S,05-AUG-2017,16.17,90.38,4649,3999
0,K.R.S,06-AUG-2017,16.42,90.8,7037,4008
1,K.R.S,07-AUG-2017,17.16,92.0,13509,4813
2,K.R.S,08-AUG-2017,17.52,92.55,10239,6066
3,K.R.S,09-AUG-2017,17.71,92.85,8419,6100
4,K.R.S,10-AUG-2017,17.9,93.15,8890,6538
5,K.R.S,11-AUG-2017,17.8,93.0,8641,9686
6,K.R.S,12-AUG-2017,17.68,92.8,7989,9375
0,K.R.S,19-AUG-2017,16.3,90.6,1149,5608
1,K.R.S,13-AUG-2017,17.48,92.5,7829,9957
2,K.R.S,14-AUG-2017,17.23,92.1,7309,10178
3,K.R.S,15-AUG-2017,17.64,92.75,7697,10146
4,K.R.S,16-AUG-2017,17.01,91.75,7696,7100
5,K.R.S,17-AUG-2017,16.98,91.7,6002,6630
6,K.R.S,18-AUG-2017,16.7,91.25,3718,6620
0,K.R.S,20-AUG-2017,16.0,90.1,1478,8004
1,K.R.S,21-AUG-2017,15.88,89.9,4101,5398
2,K.R.S,22-AUG-2017,16.15,90.35,10845,7634
3,K.R.S,23-AUG-2017,16.54,91.0,13024,8392
4,K.R.S,24-AUG-2017,16.95,91.65,13052,8282
5,K.R.S,25-AUG-2017,17.16,92.0,11433,8825
6,K.R.S,26-AUG-2017,17.24,92.12,10334,9357
0,K.R.S,27-AUG-2017,17.36,92.3,10786,9364
1,K.R.S,28-AUG-2017,17.58,92.65,12064,9382
2,K.R.S,29-AUG-2017,18.23,93.65,16540,8903
3,K.R.S,30-AUG-2017,19.7,95.8,27680,10649
4,K.R.S,31-AUG-2017,21.21,97.9,27676,10062
5,K.R.S,01-SEP-2017,21.96,98.9,19894,11101
6,K.R.S,02-SEP-2017,22.19,99.2,12365,9589
0,K.R.S,03-SEP-2017,22.54,99.65,8090,8090
1,K.R.S,04-SEP-2017,22.89,100.1,8063,8063
2,K.R.S,05-SEP-2017,23.09,100.35,5997,5997
3,K.R.S,06-SEP-2017,23.93,101.4,6022,6022
4,K.R.S,07-SEP-2017,24.5,102.1,6086,6086
5,K.R.S,08-SEP-2017,24.84,102.5,6114,6114
6,K.R.S,09-SEP-2017,25.34,103.1,12085,6137
0,K.R.S,10-SEP-2017,25.89,103.75,12751,6179
1,K.R.S,11-SEP-2017,26.24,104.15,10025,5892
2,K.R.S,12-SEP-2017,26.42,104.35,8072,5907
3,K.R.S,13-SEP-2017,26.46,104.4,6551,5912
4,K.R.S,14-SEP-2017,26.13,104.03,5396,9027
5,K.R.S,15-SEP-2017,25.59,103.39,3588,9812
6,K.R.S,16-SEP-2017,25.07,102.78,3991,9856
0,K.R.S,17-SEP-2017,24.63,102.26,4004,5794
1,K.R.S,18-SEP-2017,24.38,101.95,5561,8421
2,K.R.S,19-SEP-2017,24.54,102.15,10248,8204
3,K.R.S,20-SEP-2017,25.25,103.0,15160,5540
4,K.R.S,21-SEP-2017,26.55,104.5,18937,3761
5,K.R.S,22-SEP-2017,27.35,105.4,14018,5913
6,K.R.S,23-SEP-2017,27.57,105.65,8673,5932
0,K.R.S,24-SEP-2017,27.62,105.7,6590,5935
1,K.R.S,25-SEP-2017,27.57,105.65,5547,5934
2,K.R.S,26-SEP-2017,28.03,106.15,10252,4867
3,K.R.S,27-SEP-2017,28.58,106.75,10006,3202
4,K.R.S,28-SEP-2017,29.28,107.5,9832,1548
5,K.R.S,29-SEP-2017,30.17,108.43,12010,1568
6,K.R.S,30-SEP-2017,30.81,109.08,9046,1584
0,K.R.S,01-OCT-2017,31.17,109.45,5998,1596
1,K.R.S,02-OCT-2017,31.17,109.45,3766,3907
2,K.R.S,03-OCT-2017,31.32,109.6,5583,3675
3,K.R.S,04-OCT-2017,31.62,109.9,6187,2555
4,K.R.S,05-OCT-2017,31.87,110.15,5671,2570
5,K.R.S,06-OCT-2017,32.23,110.5,6892,2583
6,K.R.S,07-OCT-2017,32.55,110.82,7540,3584
0,K.R.S,08-OCT-2017,32.74,111.0,5900,3593
1,K.R.S,09-OCT-2017,32.87,111.13,5365,3607
2,K.R.S,10-OCT-2017,32.99,111.24,5127,3609
3,K.R.S,11-OCT-2017,33.36,111.6,7794,3262
4,K.R.S,12-OCT-2017,33.74,111.96,5855,1323
5,K.R.S,13-OCT-2017,34.12,112.32,5161,534
6,K.R.S,14-OCT-2017,34.45,112.63,4565,542
0,K.R.S,15-OCT-2017,34.81,112.97,4948,554
1,K.R.S,16-OCT-2017,35.19,113.32,5183,569
2,K.R.S,17-OCT-2017,35.52,113.62,4569,578
3,K.R.S,18-OCT-2017,35.52,113.62,4569,578
4,K.R.S,19-OCT-2017,35.94,114.0,2439,596
5,K.R.S,20-OCT-2017,36.05,114.1,2110,611
6,K.R.S,21-OCT-2017,36.16,114.2,2110,611
0,K.R.S,22-OCT-2017,36.23,114.26,1593,611
1,K.R.S,23-OCT-2017,36.29,114.32,1593,611
2,K.R.S,24-OCT-2017,36.21,114.24,863,1691
3,K.R.S,25-OCT-2017,35.94,114.0,1620,4517
4,K.R.S,26-OCT-2017,35.62,113.71,1440,4902
5,K.R.S,27-OCT-2017,35.29,113.41,1402,4992
6,K.R.S,28-OCT-2017,35.07,113.21,2755,5080
0,K.R.S,29-OCT-2017,34.79,112.95,2005,5075
1,K.R.S,30-OCT-2017,34.5,112.68,1924,5060
2,K.R.S,31-OCT-2017,34.24,112.43,2116,5006
3,K.R.S,01-NOV-2017,33.96,112.17,1929,4943
4,K.R.S,02-NOV-2017,33.67,111.9,1792,4940
5,K.R.S,03-NOV-2017,33.41,111.65,2070,4928
6,K.R.S,04-NOV-2017,33.19,111.43,1977,4474
0,K.R.S,05-NOV-2017,33.01,111.26,2117,4012
1,K.R.S,06-NOV-2017,32.86,111.12,2478,4011
2,K.R.S,07-NOV-2017,32.76,111.02,2961,4011
